GeneID,locus,avg mIFOR,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
BLOC1S6,NW_005054313.1:3290390-3297185,2715,2283,11.3,0.3,0.3,0.21,0.85,no,2,0,0
BRF1,NW_005054303.1:9385993-9558404,155,163,7.3,-0.1,0.1,0.82,0.99,no,2,0,0
EIF4H,NW_005054531.1:146622-154771,7508,8096,12.9,-0.1,0.1,0.57,0.98,no,2,0,0
FAM91A1,NW_005054321.1:5280262-5305856,577,484,9.1,0.3,0.3,0.13,0.77,no,2,0,0
GMCL1,NW_005054647.1:239668-254152,23076,21940,14.5,0.1,0.1,0.74,0.99,no,2,0,0
LOC102044410,NW_005054399.1:1396133-1407449,38851,44353,15.3,-0.2,0.2,0.22,0.85,no,2,0,0
MACO1,NW_005054436.1:843744-867212,5735,6656,12.6,-0.2,0.2,0.23,0.86,no,2,0,0
RPN1,NW_005054339.1:5618656-5625347,4412,3949,12.0,0.2,0.2,0.41,0.94,no,2,0,0
SSU72,NW_005054449.1:289685-310974,1866,1735,10.8,0.1,0.1,0.56,0.98,no,2,0,0
TAF15,NW_005054387.1:1009196-1026371,1076,1049,10.1,0.0,0.0,0.88,1.00,no,2,0,0
THOC3,NW_005054308.1:9008573-9013513,3206,3120,11.6,0.0,0.0,0.87,1.00,no,2,0,0
ANK1,NW_005054535.1:439602-483972,261392,281572,18.1,-0.1,0.1,0.49,0.96,no,2,0,0
ANP32A,NW_005054366.1:2854255-2865423,5873,6614,12.6,-0.2,0.2,0.40,0.94,no,2,0,0
ARID4B,NW_005054348.1:1996469-2082912,8012,8008,13.0,0.0,0.0,1.00,1.00,no,2,0,0
GGA1,NW_005054334.1:3062919-3072940,2944,3128,11.6,-0.1,0.1,0.48,0.96,no,2,0,0
NHP2,NW_005054308.1:9379724-9380866,234,280,8.0,-0.3,0.3,0.24,0.87,no,2,0,0
PDP1,NW_005054344.1:4452879-4459726,62,57,5.9,0.1,0.1,0.73,0.98,no,2,0,0
PSMC3,NW_005054312.1:3382087-3388658,23680,27204,14.6,-0.2,0.2,0.44,0.95,no,2,0,0
RPS18,NW_005055537.1:4335-8672,10090,9458,13.3,0.1,0.1,0.81,0.99,no,2,0,0
RPS19BP1,NW_005054334.1:3798538-3800797,482,420,8.8,0.2,0.2,0.44,0.95,no,2,0,0
RSBN1L,NW_005054354.1:3874919-3907202,3352,3409,11.7,0.0,0.0,0.89,1.00,no,2,0,0
SENP1,NW_005054734.1:21424-29853,2759,3377,11.6,-0.3,0.3,0.07,0.64,no,2,0,0
TADA2B,NW_005054372.1:3460502-3465039,1662,1946,10.8,-0.2,0.2,0.15,0.80,no,2,0,0
TRAK2,NW_005054298.1:25057175-25077624,467,456,8.9,0.0,0.0,0.86,1.00,no,2,0,0
UST,NW_005054316.1:355242-454389,70,74,6.2,-0.1,0.1,0.75,0.99,no,2,0,0
ZBTB26,NW_005054329.1:1546179-1548555,779,737,9.6,0.1,0.1,0.68,0.98,no,2,0,0
ARHGAP6,NW_005054382.1:511316-580829,199,172,7.5,0.2,0.2,0.32,0.91,no,2,0,0
GABPB1,NW_005054313.1:3124228-3140688,699,641,9.4,0.1,0.1,0.33,0.91,no,2,0,0
ING4,NW_005054320.1:7922280-7935996,387,399,8.6,0.0,0.0,0.82,0.99,no,2,0,0
LMO2,NW_005054402.1:423924-427952,32226,38669,15.1,-0.3,0.3,0.31,0.91,no,2,0,0
RAB3GAP1,NW_005054298.1:4950997-4973547,560,550,9.1,0.0,0.0,0.90,1.00,no,2,0,0
RBMX2,NW_005054504.1:553071-555220,1942,2127,11.0,-0.1,0.1,0.47,0.96,no,2,0,0
SEPTIN11,NW_005054520.1:439419-483964,205,193,7.6,0.1,0.1,0.72,0.98,no,2,0,0
TMEM11,NW_005054319.1:2657-16477,4606,5440,12.3,-0.2,0.2,0.17,0.81,no,2,0,0
U2SURP,NW_005054371.1:3033754-3076792,978,874,9.9,0.2,0.2,0.38,0.94,no,2,0,0
XIAP,NW_005054314.1:2131954-2148297,1514,1477,10.5,0.0,0.0,0.85,1.00,no,2,0,0
ZFAT,NW_005054394.1:1507979-1574962,815,789,9.6,0.0,0.0,0.78,0.99,no,2,0,0
AKAP10,NW_005054368.1:3163154-3184711,182,170,7.5,0.1,0.1,0.70,0.98,no,2,0,0
CUNH7orf26,NW_005054383.1:2693165-2702867,1148,1319,10.3,-0.2,0.2,0.28,0.90,no,2,0,0
LOC102032296,NW_005054449.1:423034-433458,163,139,7.2,0.2,0.2,0.40,0.94,no,2,0,0
LOC102032918,NW_005055063.1:17746-22267,6327,7265,12.7,-0.2,0.2,0.37,0.93,no,2,0,0
LOC102033476,NW_005054298.1:26285341-26292781,2198,2271,11.1,0.0,0.0,0.81,0.99,no,2,0,0
RPRD2,NW_005054618.1:203401-211208,1334,1458,10.4,-0.1,0.1,0.50,0.96,no,2,0,0
TAF8,NW_005054512.1:77266-87261,203,206,7.7,0.0,0.0,0.92,1.00,no,2,0,0
TMBIM6,NW_005054605.1:126380-128496,8802,10090,13.2,-0.2,0.2,0.31,0.91,no,2,0,0
TRIAP1,NW_005054330.1:6213443-6216324,747,640,9.4,0.2,0.2,0.37,0.93,no,2,0,0
APBA3,NW_005054441.1:1063053-1069207,212,241,7.8,-0.2,0.2,0.44,0.95,no,2,0,0
CENPU,NW_005054297.1:18628579-18639459,31,37,5.1,-0.3,0.3,0.42,0.95,no,2,0,0
CUNH17orf80,NW_005054646.1:93648-95561,546,610,9.2,-0.2,0.2,0.48,0.96,no,2,0,0
DENND5A,NW_005054416.1:167689-213770,724,810,9.6,-0.2,0.2,0.47,0.96,no,2,0,0
EIF5,NW_005054303.1:6694205-6700142,46442,48087,15.5,-0.1,0.1,0.78,0.99,no,2,0,0
IPPK,NW_005054339.1:126755-146645,71,59,6.0,0.3,0.3,0.31,0.91,no,2,0,0
LIMK2,NW_005054330.1:6459148-6479822,191,202,7.6,-0.1,0.1,0.66,0.98,no,2,0,0
LOC106632099,NW_005054739.1:44284-49595,194,246,7.8,-0.3,0.3,0.28,0.90,no,2,0,0
MRPL2,NW_005054746.1:9052-10136,203,243,7.8,-0.3,0.3,0.35,0.92,no,2,0,0
NLRX1,NW_005054449.1:181575-187569,153,119,7.1,0.4,0.4,0.25,0.88,no,2,0,0
TMEM250,NW_005054329.1:2314303-2314828,3794,3812,11.9,0.0,0.0,0.97,1.00,no,2,0,0
TSPAN6,NW_005054349.1:893721-899170,69,53,5.9,0.4,0.4,0.20,0.84,no,2,0,0
AAK1,NW_005054647.1:156671-221326,4439,4781,12.2,-0.1,0.1,0.45,0.95,no,2,0,0
ACTR6,NW_005054331.1:5709115-5717369,231,230,7.8,0.0,0.0,0.98,1.00,no,2,0,0
ADIPOR2,NW_005054326.1:235689-277922,28284,27755,14.8,0.0,0.0,0.91,1.00,no,2,0,0
CUNH16orf70,NW_005054343.1:2171070-2207335,1841,1720,10.8,0.1,0.1,0.54,0.97,no,2,0,0
EVI5,NW_005054336.1:2988806-3049995,2818,2808,11.5,0.0,0.0,0.97,1.00,no,2,0,0
GPR137B,NW_005054348.1:1664919-1690242,144,115,7.0,0.3,0.3,0.21,0.85,no,2,0,0
HTATSF1,NW_005054349.1:29230-45822,4322,4219,12.1,0.0,0.0,0.84,0.99,no,2,0,0
LOC102044497,NW_005054833.1:36347-60244,2046,2447,11.1,-0.3,0.3,0.10,0.72,no,2,0,0
MOSPD1,NW_005054456.1:1411782-1420804,250,279,8.0,-0.2,0.2,0.34,0.92,no,2,0,0
PHACTR4,NW_005054436.1:86637-135501,6330,7537,12.8,-0.3,0.3,0.19,0.83,no,2,0,0
PSMD13,NW_005054416.1:1948261-1956060,855,1073,9.9,-0.3,0.3,0.17,0.81,no,2,0,0
RSRC1,NW_005054309.1:10699488-10718643,755,907,9.7,-0.3,0.3,0.17,0.81,no,2,0,0
SHC1,NW_005054546.1:718070-723384,622,647,9.3,-0.1,0.1,0.74,0.99,no,2,0,0
TMEM50A,NW_005054436.1:875868-880136,3682,3998,11.9,-0.1,0.1,0.64,0.98,no,2,0,0
AGO2,NW_005054419.1:1518860-1552519,3254,3316,11.7,0.0,0.0,0.91,1.00,no,2,0,0
ATP5PD,NW_005054370.1:2877624-2880115,4658,5010,12.2,-0.1,0.1,0.64,0.98,no,2,0,0
CELF1,NW_005054312.1:3409014-3449112,3666,3679,11.8,0.0,0.0,0.98,1.00,no,2,0,0
FURIN,NW_005054366.1:3633599-3645926,16517,17097,14.0,-0.1,0.1,0.78,0.99,no,2,0,0
HECTD1,NW_005054301.1:10055377-10114014,9587,8930,13.2,0.1,0.1,0.60,0.98,no,2,0,0
HNRNPR,NW_005054499.1:541733-553740,3224,3738,11.8,-0.2,0.2,0.23,0.86,no,2,0,0
MTMR4,NW_005054381.1:2828368-2863999,404,391,8.6,0.0,0.0,0.82,0.99,no,2,0,0
NR1D2,NW_005054351.1:1268280-1289135,1609,1548,10.6,0.1,0.1,0.78,0.99,no,2,0,0
SUPT20H,NW_005054322.1:7518215-7547805,625,611,9.3,0.0,0.0,0.84,0.99,no,2,0,0
TBXAS1,NW_005054326.1:4963022-5189417,1123,1115,10.1,0.0,0.0,0.96,1.00,no,2,0,0
TMA16,NW_005054297.1:25875109-25894746,187,193,7.6,-0.1,0.1,0.85,0.99,no,2,0,0
WDR20,NW_005054303.1:5934226-5952494,1118,1136,10.1,0.0,0.0,0.88,1.00,no,2,0,0
LETM2,NW_005054597.1:460646-475091,1635,1860,10.8,-0.2,0.2,0.22,0.85,no,2,0,0
LOC102042703,NW_005054493.1:609655-619681,3116,3004,11.6,0.1,0.1,0.78,0.99,no,2,0,0
LOC115948892,NW_005054596.1:7950-9817,400,443,8.7,-0.2,0.2,0.53,0.97,no,2,0,0
PSMB7,NW_005054329.1:1006603-1024835,13653,16605,13.9,-0.3,0.3,0.34,0.92,no,2,0,0
RBM48,NW_005054307.1:7065571-7070478,234,234,7.9,0.0,0.0,0.98,1.00,no,2,0,0
SEC16A,NW_005054329.1:2553639-2576605,5144,4995,12.3,0.0,0.0,0.82,0.99,no,2,0,0
TMEM69,NW_005054347.1:3442343-3445783,474,521,9.0,-0.1,0.1,0.53,0.97,no,2,0,0
WIPI1,NW_005054498.1:707449-726756,12603,16157,13.8,-0.4,0.4,0.04,0.56,no,2,0,0
DHRS7B,NW_005054399.1:613-11649,5280,5947,12.5,-0.2,0.2,0.39,0.94,no,2,0,0
ELOVL1,NW_005054347.1:1630981-1644904,1425,1441,10.5,0.0,0.0,0.93,1.00,no,2,0,0
HSPD1,NW_005054298.1:26305051-26313979,4646,4484,12.2,0.1,0.1,0.85,0.99,no,2,0,0
OAZ1,NW_005054441.1:4661-8778,76402,81565,16.3,-0.1,0.1,0.72,0.98,no,2,0,0
RBM39,NW_005054481.1:1115230-1139950,9726,9124,13.2,0.1,0.1,0.59,0.98,no,2,0,0
TMPO,NW_005054331.1:5112247-5159778,1509,1422,10.5,0.1,0.1,0.70,0.98,no,2,0,0
UBE2Q2,NW_005054313.1:8966109-8996415,12093,12314,13.6,0.0,0.0,0.90,1.00,no,2,0,0
YPEL5,NW_005054550.1:468923-478219,23166,23107,14.5,0.0,0.0,0.99,1.00,no,2,0,0
ATP5PB,NW_005054566.1:92653-95338,1190,1377,10.3,-0.2,0.2,0.41,0.94,no,2,0,0
BMP2K,NW_005054304.1:49848-84644,984,1028,10.0,-0.1,0.1,0.74,0.99,no,2,0,0
CGRRF1,NW_005054303.1:13643063-13653450,1160,1355,10.3,-0.2,0.2,0.24,0.87,no,2,0,0
ENHO,NW_005054471.1:1157451-1158876,99,107,6.7,-0.1,0.1,0.59,0.98,no,2,0,0
FAM133B,NW_005054307.1:7048356-7058693,4444,4395,12.1,0.0,0.0,0.93,1.00,no,2,0,0
FAM168B,NW_005054388.1:2133701-2152432,30996,31687,14.9,0.0,0.0,0.87,1.00,no,2,0,0
HPSE,NW_005054304.1:751866-764102,5356,5178,12.4,0.0,0.0,0.80,0.99,no,2,0,0
LOC102039131,NW_005054339.1:5487034-5496871,4852,6211,12.4,-0.4,0.4,0.08,0.67,no,2,0,0
LOC102045431,NW_005054532.1:4148-50655,82,75,6.3,0.1,0.1,0.66,0.98,no,2,0,0
MCU,NW_005054594.1:386905-398406,215,275,7.9,-0.4,0.4,0.09,0.71,no,2,0,0
POLH,NW_005054299.1:18507544-18516496,348,359,8.5,0.0,0.0,0.90,1.00,no,2,0,0
TMEM115,NW_005054339.1:1533148-1537023,7116,9107,13.0,-0.4,0.4,0.08,0.69,no,2,0,0
USP48,NW_005054475.1:271298-301971,25668,27247,14.7,-0.1,0.1,0.59,0.98,no,2,0,0
AKTIP,NW_005054415.1:2451336-2460496,224,219,7.8,0.0,0.0,0.89,1.00,no,2,0,0
ARID1A,NW_005054436.1:460591-492266,2902,3366,11.6,-0.2,0.2,0.12,0.77,no,2,0,0
BTBD2,NW_005054441.1:266585-290501,463,490,8.9,-0.1,0.1,0.64,0.98,no,2,0,0
CCAR1,NW_005054515.1:711124-742350,4791,4620,12.2,0.1,0.1,0.75,0.99,no,2,0,0
DESI1,NW_005054334.1:4907914-4916566,4206,3575,11.9,0.2,0.2,0.17,0.81,no,2,0,0
GPATCH1,NW_005054484.1:1295749-1307532,654,512,9.2,0.4,0.4,0.10,0.73,no,2,0,0
GPATCH3,NW_005054436.1:420062-429177,2293,2701,11.3,-0.2,0.2,0.37,0.93,no,2,0,0
LOC102043981,NW_005054454.1:37060-62134,79781,92161,16.4,-0.2,0.2,0.39,0.94,no,2,0,0
SLC17A5,NW_005054328.1:980550-1017392,406,429,8.7,-0.1,0.1,0.69,0.98,no,2,0,0
SLC7A6OS,NW_005054343.1:1871791-1874953,177,208,7.6,-0.2,0.2,0.37,0.93,no,2,0,0
TCEANC,NW_005054644.1:294022-306015,176,138,7.3,0.4,0.4,0.13,0.77,no,2,0,0
TM9SF2,NW_005054363.1:2559022-2585116,5464,5258,12.4,0.1,0.1,0.85,0.99,no,2,0,0
TULP4,NW_005054316.1:6138878-6254632,234,274,8.0,-0.2,0.2,0.36,0.93,no,2,0,0
ZFYVE21,NW_005054303.1:7001679-7009524,576,616,9.2,-0.1,0.1,0.61,0.98,no,2,0,0
FBXO8,NW_005054297.1:22412110-22431552,12672,13607,13.7,-0.1,0.1,0.58,0.98,no,2,0,0
LOC102038304,NW_005056352.1:533-3495,155,141,7.2,0.1,0.1,0.54,0.97,no,2,0,0
MTMR3,NW_005054448.1:203616-247075,29857,28120,14.8,0.1,0.1,0.57,0.98,no,2,0,0
PRKRIP1,NW_005054387.1:724045-731251,2081,2361,11.1,-0.2,0.2,0.41,0.94,no,2,0,0
STIM1,NW_005054454.1:118171-164026,284,240,8.0,0.2,0.2,0.28,0.89,no,2,0,0
VASH1,NW_005054301.1:5331342-5341278,72928,81780,16.2,-0.2,0.2,0.30,0.90,no,2,0,0
CLTB,NW_005054308.1:9032897-9038917,24901,26496,14.6,-0.1,0.1,0.67,0.98,no,2,0,0
JMJD1C,NW_005054389.1:844417-952721,2379,2477,11.2,-0.1,0.1,0.75,0.99,no,2,0,0
LOC115949165,NW_005054867.1:48001-52113,82,90,6.4,-0.1,0.1,0.65,0.98,no,2,0,0
PARP16,NW_005054366.1:1361507-1374648,38,38,5.2,0.0,0.0,0.96,1.00,no,2,0,0
RUNDC1,NW_005054559.1:434869-437980,1617,1882,10.8,-0.2,0.2,0.25,0.88,no,2,0,0
SNRPC,NW_005054512.1:344825-349442,5164,4606,12.3,0.2,0.2,0.42,0.95,no,2,0,0
TMBIM1,NW_005054298.1:13710062-13712887,14510,17198,14.0,-0.2,0.2,0.16,0.81,no,2,0,0
YAE1,NW_005054393.1:683149-690893,358,419,8.6,-0.2,0.2,0.24,0.87,no,2,0,0
CCDC186,NW_005054300.1:303268-337787,1674,1807,10.8,-0.1,0.1,0.69,0.98,no,2,0,0
COPS8,NW_005054533.1:841158-848824,891,1020,9.9,-0.2,0.2,0.38,0.93,no,2,0,0
CPTP,NW_005054450.1:79513-83539,389,354,8.5,0.1,0.1,0.48,0.96,no,2,0,0
GID4,NW_005054399.1:522137-528878,956,1011,9.9,-0.1,0.1,0.70,0.98,no,2,0,0
PSMA7,NW_005054356.1:182038-187363,13348,13817,13.7,-0.1,0.1,0.81,0.99,no,2,0,0
PURA,NW_005054386.1:236517-238326,185,182,7.5,0.0,0.0,0.92,1.00,no,2,0,0
REXO4,NW_005054329.1:3709961-3715701,907,1070,9.9,-0.2,0.2,0.30,0.90,no,2,0,0
SYNJ2BP,NW_005054301.1:17435795-17448008,210,228,7.8,-0.1,0.1,0.53,0.97,no,2,0,0
IFFO1,NW_005054320.1:7822081-7832855,110,98,6.7,0.2,0.2,0.56,0.97,no,2,0,0
PPM1B,NW_005054299.1:7797429-7832399,2382,2474,11.2,-0.1,0.1,0.72,0.98,no,2,0,0
PSMD12,NW_005054395.1:2530185-2536795,680,649,9.4,0.1,0.1,0.66,0.98,no,2,0,0
RBM45,NW_005054298.1:20911854-20923886,646,632,9.3,0.0,0.0,0.87,1.00,no,2,0,0
RHBDD2,NW_005054387.1:996381-1002273,86,84,6.4,0.0,0.0,0.93,1.00,no,2,0,0
RPL13A,NW_005055359.1:4081-8249,69585,81663,16.2,-0.2,0.2,0.43,0.95,no,2,0,0
XPNPEP3,NW_005054334.1:4519420-4535237,1191,1116,10.2,0.1,0.1,0.69,0.98,no,2,0,0
XRCC2,NW_005054367.1:3587136-3598268,212,188,7.6,0.2,0.2,0.30,0.90,no,2,0,0
CDC42,NW_005054473.1:1281783-1312140,7544,8369,13.0,-0.1,0.1,0.36,0.93,no,2,0,0
CRK,NW_005054387.1:1928281-1937766,3089,3218,11.6,-0.1,0.1,0.75,0.99,no,2,0,0
FBXO22,NW_005054313.1:8996760-9005117,14032,14836,13.8,-0.1,0.1,0.70,0.98,no,2,0,0
HIKESHI,NW_005054302.1:14781144-14790623,147,146,7.2,0.0,0.0,0.93,1.00,no,2,0,0
LOC102039796,NW_005054746.1:37996-40020,2192,2293,11.1,-0.1,0.1,0.81,0.99,no,2,0,0
LSM12,NW_005054851.1:30208-34880,145,150,7.2,0.0,0.0,0.80,0.99,no,2,0,0
MICU3,NW_005054297.1:15974224-16013878,58,51,5.8,0.2,0.2,0.59,0.98,no,2,0,0
NAA16,NW_005054322.1:1317118-1366154,852,930,9.8,-0.1,0.1,0.53,0.97,no,2,0,0
RECQL,NW_005054331.1:101340-115221,290,302,8.2,-0.1,0.1,0.80,0.99,no,2,0,0
RPL36A,NW_005054314.1:8105426-8110327,6032,6601,12.6,-0.1,0.1,0.61,0.98,no,2,0,0
RPS5,NW_005055015.1:23701-30309,28546,35951,15.0,-0.3,0.3,0.21,0.84,no,2,0,0
USP32,NW_005054368.1:1746405-1789206,5682,4874,12.4,0.2,0.2,0.19,0.83,no,2,0,0
APLP2,NW_005054459.1:278175-327798,2035,2142,11.0,-0.1,0.1,0.69,0.98,no,2,0,0
ATP5F1D,NW_005054491.1:833023-835277,422,433,8.7,0.0,0.0,0.85,1.00,no,2,0,0
MATR3,NW_005054532.1:78522-96566,2165,1854,11.0,0.2,0.2,0.18,0.81,no,2,0,0
MED16,NW_005054491.1:604605-623009,3858,4075,12.0,-0.1,0.1,0.66,0.98,no,2,0,0
PES1,NW_005054448.1:402305-409131,1434,1434,10.5,0.0,0.0,1.00,1.00,no,2,0,0
SUMF2,NW_005054387.1:1636217-1640561,32,34,5.0,-0.1,0.1,0.84,0.99,no,2,0,0
TBC1D8,NW_005054315.1:7751410-7786661,65,72,6.1,-0.2,0.2,0.63,0.98,no,2,0,0
AASDHPPT,NW_005054302.1:5762644-5792679,24,31,4.8,-0.3,0.3,0.42,0.95,no,2,0,0
ACADS,NW_005054330.1:6338174-6347134,246,249,8.0,0.0,0.0,0.94,1.00,no,2,0,0
COMMD1,NW_005054521.1:861440-903362,55,55,5.8,0.0,0.0,0.99,1.00,no,2,0,0
CRBN,NW_005054420.1:729747-743461,8637,8183,13.0,0.1,0.1,0.76,0.99,no,2,0,0
DDHD2,NW_005054597.1:407599-418310,4499,4443,12.1,0.0,0.0,0.93,1.00,no,2,0,0
ERH,NW_005054301.1:16796035-16800485,827,802,9.7,0.0,0.0,0.84,0.99,no,2,0,0
FBRSL1,NW_005054330.1:2130534-2496145,385,385,8.6,0.0,0.0,1.00,1.00,no,2,0,0
HTR2A,NW_005054322.1:3738776-3764682,114,112,6.8,0.0,0.0,0.92,1.00,no,2,0,0
PDAP1,NW_005054319.1:191394-199698,6462,6858,12.7,-0.1,0.1,0.68,0.98,no,2,0,0
RANBP9,NW_005054325.1:4766421-4796228,3185,2919,11.6,0.1,0.1,0.47,0.96,no,2,0,0
RRBP1,NW_005054405.1:287010-304277,364,336,8.5,0.1,0.1,0.68,0.98,no,2,0,0
SLU7,NW_005054308.1:1533300-1544629,10741,11809,13.5,-0.1,0.1,0.60,0.98,no,2,0,0
SUCO,NW_005054421.1:1339146-1367877,8767,9148,13.1,-0.1,0.1,0.77,0.99,no,2,0,0
ABHD17A,NW_005054441.1:417532-421334,3372,4033,11.9,-0.3,0.3,0.15,0.80,no,2,0,0
ANKRD11,NW_005054373.1:2396947-2506263,21089,21366,14.4,0.0,0.0,0.93,1.00,no,2,0,0
BNIP2,NW_005054398.1:234991-247345,3920,3987,11.9,0.0,0.0,0.87,1.00,no,2,0,0
EIF2B4,NW_005054669.1:79862-86259,5037,6375,12.5,-0.3,0.3,0.10,0.72,no,2,0,0
GALNT4,NW_005054331.1:1933532-1938303,146,123,7.1,0.2,0.2,0.18,0.81,no,2,0,0
LOC102032048,NW_005054314.1:7625252-7628357,2709,2693,11.4,0.0,0.0,0.97,1.00,no,2,0,0
OAT,NW_005054369.1:1412544-1420265,819,963,9.8,-0.2,0.2,0.30,0.90,no,2,0,0
RNF121,NW_005054571.1:451248-461674,1373,1357,10.4,0.0,0.0,0.91,1.00,no,2,0,0
SH3BP4,NW_005054637.1:241300-255288,162,193,7.5,-0.3,0.3,0.44,0.95,no,2,0,0
HNRNPAB,NW_005054308.1:4718486-4740774,34384,38285,15.1,-0.2,0.2,0.44,0.95,no,2,0,0
LOC102035229,NW_005054356.1:1669699-1686555,482,413,8.8,0.2,0.2,0.39,0.94,no,2,0,0
LOC102035794,NW_005054336.1:5280109-5335106,4957,4765,12.2,0.1,0.1,0.66,0.98,no,2,0,0
LOC102043834,NW_005054831.1:34500-62050,7527,8009,12.9,-0.1,0.1,0.66,0.98,no,2,0,0
PPP1R2,NW_005054465.1:1395992-1405914,516,491,9.0,0.1,0.1,0.63,0.98,no,2,0,0
SFT2D1,NW_005054299.1:21083637-21103041,626,492,9.1,0.3,0.3,0.06,0.63,no,2,0,0
SGMS1,NW_005054508.1:10809-74285,5251,5362,12.4,0.0,0.0,0.86,1.00,no,2,0,0
UBR7,NW_005054303.1:1230188-1238433,3433,3513,11.8,0.0,0.0,0.88,1.00,no,2,0,0
ZZEF1,NW_005054531.1:505433-559416,2616,2750,11.4,-0.1,0.1,0.75,0.99,no,2,0,0
ATP6V0D1,NW_005054343.1:3355259-3389047,3740,4060,11.9,-0.1,0.1,0.42,0.95,no,2,0,0
CDKAL1,NW_005054325.1:3356063-3732859,274,275,8.1,0.0,0.0,0.99,1.00,no,2,0,0
CYLD,NW_005054415.1:1301007-1323471,1064,1126,10.1,-0.1,0.1,0.61,0.98,no,2,0,0
LOC102034144,NW_005054584.1:274828-281385,682,829,9.6,-0.3,0.3,0.14,0.79,no,2,0,0
NUP85,NW_005054370.1:2795618-2806238,221,185,7.7,0.3,0.3,0.35,0.92,no,2,0,0
PRDM15,NW_005054438.1:1550973-1584642,574,698,9.3,-0.3,0.3,0.16,0.81,no,2,0,0
SS18,NW_005054305.1:3594926-3635305,100,97,6.6,0.0,0.0,0.92,1.00,no,2,0,0
TIAL1,NW_005054451.1:467331-479579,2292,2227,11.1,0.0,0.0,0.78,0.99,no,2,0,0
WDR92,NW_005054396.1:2317794-2324578,1108,1053,10.1,0.1,0.1,0.78,0.99,no,2,0,0
ARMC9,NW_005054309.1:2740962-2798871,31,33,5.0,-0.1,0.1,0.73,0.99,no,2,0,0
CASC3,NW_005054625.1:376839-387876,15280,17172,14.0,-0.2,0.2,0.38,0.94,no,2,0,0
CREBRF,NW_005054308.1:10268446-10285729,41050,37501,15.3,0.1,0.1,0.55,0.97,no,2,0,0
DCP1A,NW_005054339.1:3386621-3418219,4109,3976,12.0,0.0,0.0,0.80,0.99,no,2,0,0
GOLGA7,NW_005054535.1:509039-514011,5032,4882,12.3,0.0,0.0,0.81,0.99,no,2,0,0
INTS11,NW_005054450.1:83569-97017,10182,10581,13.3,-0.1,0.1,0.74,0.99,no,2,0,0
LOC106632127,NW_005054909.1:33331-36211,248,278,8.0,-0.2,0.2,0.45,0.95,no,2,0,0
LOC115949065,NW_005054737.1:13214-27989,2248,2309,11.2,0.0,0.0,0.87,1.00,no,2,0,0
PCF11,NW_005054302.1:13421628-13442326,4994,6303,12.5,-0.3,0.3,0.12,0.76,no,2,0,0
RNF4,NW_005054372.1:735796-743158,1432,1480,10.5,0.0,0.0,0.78,0.99,no,2,0,0
YY1,NW_005054303.1:4871695-4898448,10915,10912,13.4,0.0,0.0,1.00,1.00,no,2,0,0
BROX,NW_005054602.1:364136-382331,3710,3443,11.8,0.1,0.1,0.46,0.96,no,2,0,0
RELCH,NW_005054359.1:439974-512149,728,764,9.5,-0.1,0.1,0.72,0.98,no,2,0,0
TENT4B,NW_005054415.1:858295-875562,179,177,7.5,0.0,0.0,0.92,1.00,no,2,0,0
ZC3H12A,NW_005054591.1:180289-189959,4940,4609,12.2,0.1,0.1,0.51,0.96,no,2,0,0
ZNF654,NW_005054338.1:237498-258132,1530,1562,10.6,0.0,0.0,0.87,1.00,no,2,0,0
ERCC3,NW_005054298.1:12537245-12555229,340,300,8.3,0.2,0.2,0.31,0.91,no,2,0,0
GMEB1,NW_005054428.1:44354-54369,281,289,8.2,0.0,0.0,0.77,0.99,no,2,0,0
P2RY1,NW_005054309.1:11559460-11561374,296,274,8.2,0.1,0.1,0.62,0.98,no,2,0,0
PCIF1,NW_005054337.1:3149480-3157053,5318,5277,12.4,0.0,0.0,0.94,1.00,no,2,0,0
PRKAR1A,NW_005054498.1:677908-694462,3843,3560,11.9,0.1,0.1,0.40,0.94,no,2,0,0
RAB9A,NW_005054644.1:277789-284797,5544,5370,12.4,0.0,0.0,0.79,0.99,no,2,0,0
SARAF,NW_005054304.1:11196402-11206009,6199,6489,12.6,-0.1,0.1,0.77,0.99,no,2,0,0
CHN2,NW_005054333.1:2233579-2326204,346,373,8.5,-0.1,0.1,0.68,0.98,no,2,0,0
CWC22,NW_005054298.1:21636477-21658452,636,724,9.4,-0.2,0.2,0.30,0.90,no,2,0,0
HEXD,NW_005054370.1:597260-607500,114,110,6.8,0.1,0.1,0.81,0.99,no,2,0,0
ICE1,NW_005054439.1:1447099-1463566,2809,2822,11.5,0.0,0.0,0.98,1.00,no,2,0,0
ITGA2B,NW_005054518.1:902541-916409,3399,3387,11.7,0.0,0.0,0.98,1.00,no,2,0,0
KDM7A,NW_005054414.1:923458-960774,8993,9980,13.2,-0.2,0.2,0.46,0.96,no,2,0,0
NUP133,NW_005054348.1:4000325-4030515,852,989,9.8,-0.2,0.2,0.13,0.77,no,2,0,0
PTPN1,NW_005054356.1:3863819-3874576,854,717,9.6,0.3,0.3,0.21,0.84,no,2,0,0
RALBP1,NW_005054350.1:5054611-5070946,1904,1782,10.8,0.1,0.1,0.52,0.97,no,2,0,0
SNAP47,NW_005054466.1:499692-510630,257,276,8.1,-0.1,0.1,0.80,0.99,no,2,0,0
