Order,Page ,Date ,island,Location,Species,band,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,Nest ID ,Parent,Blood,Plasma,Slide ,Sperm,Park Blood,Trizol Blood,Molt,POX,HCT 1 ,HCT 2 ,HMCT %,Notes
,,25-Feb-19,,EG-AZ,FOR,SM1289,0,,M,5,,12.07,11.32,9.95,22.4,70,19.5,,,,,,,,,,R,,,,missing toes Sarah measured
,,26-Feb-19,,EG-beach,GAMO,DC774,0,,U,,,14.85,,,33.14,105,41.2,,,,,,,,,,U,,,,fledgling
,,26-Feb-19,,EG-beach,FUL,SM104,0,,F,0,,8.86,6.8,6.36,17.95,63,13.9,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,GAMO,DC775,0,,U,,,15.77,,,33.16,102,46.1,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,GAMO,DC776,0,,M,,,15.14,,,33.2,110,39.6,,,,,,,,,,R,,,,damaged nail
,,26-Feb-19,,EG-beach,GAMO,DC777,0,,M,,,16.38,,,31.87,106.5,45.2,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1290,0,,M,4,,13.39,13.05,11.15,24.78,76,26.2,,,,,,,,,,I,,,,molting tail
,,26-Feb-19,,EG-beach,FUL,SM105,0,,M,4,,8.57,7.98,6.44,18.95,63,13.6,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM106,0,,M,4,,8.9,7.23,6.99,18.7,61,13,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM107,0,,F,0,BP2,7.76,6.81,6.55,19.04,60,13.2,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1291,0,,F,0,,12.38,11.09,8.92,20.46,68.5,19.9,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM108,0,,M,5,,8.26,7.21,6.48,19.64,61.5,14.7,,,,,,,,,,I,,,,molt
,,26-Feb-19,,EG-beach,FUL,SM109,0,,F,0,,8.91,7.07,6.56,17.55,59,17.7,,,,,,,,,,R,,,,"missing toe, swollen toe"
,,26-Feb-19,,EG-beach,FUL,SM110,0,,F,0,,9.09,6.96,6.21,18.74,61,14.1,,,,,,,,,,I,,,,little blood 
,,26-Feb-19,,EG-beach,FOR,SM1292,0,,F,0,BP3,11.75,10.89,9.92,20.27,65,19.8,,,,,,,,,,I,,,,
,,26-Feb-19,,EG-beach,FUL,LF599,1,,F,0,,8.77,7.13,7.33,18.38,61,14.7,,,,,,,,,,I,,,,Small lesion on foot and face
,,26-Feb-19,,EG-beach,FOR,SM1293,0,,F,0,BP4,11.33,12.28,10.05,18.09,65,19.6,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1294,0,,F,0,,11.19,10.58,8.73,20.63,64.5,19.6,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM112,0,,U,0,,7.82,7.52,7.09,18.29,63.5,13.9,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1295,0,,F,0,BP5,10.47,9.65,7.88,17.91,64,17.9,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,LF5939,0,,M,,,8.39,7.66,6.35,16.73,59.5,14.5,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1296,0,,M,2,,11.22,12.31,10.17,19.5,71,22.2,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1297,0,,F,0,BP5,10.54,11.05,8.94,18.2,66,20.2,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM113,0,,F,0,BP5,7.64,6.82,5.92,15.9,57.5,12.5,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM114,0,,F,0,BP4,9.62,7.14,6.11,17.74,59,14.3,,,,,,,,,,R,,,,
,,26-Feb-19,,EG-beach,FOR,SM1298,0,,F,0,,10.59,9.71,8.5,21.03,64,18.1,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,SM1299,0,,U,0,,11.22,10.81,9.24,21.49,68,18.5,,,,,,,,,,I,,,,Swollen toes
,,26-Feb-19,,EG-beach,FUL,SM115,0,,F,0,,8.22,7.15,6.8,20.51,58,13.7,,,,,,,,,,I,,,,
,,26-Feb-19,,EG-beach,FOR,LF0361,0,,F,0,BP4,10.46,11.12,9.1,18.34,67.5,20.5,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM116,0,,F,0,BP3,8.16,6.79,5.61,,60.5,12.9,,,,,,,,,,I,,,,Large pox on tarsus
,,26-Feb-19,,EG-beach,FOR,LF0362,0,,F,0,BP3,11.57,10.92,9.83,18.76,62,20.2,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,LF0363,0,,F,0,BP4,11.43,11.01,8.57,18.85,64,20.7,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FUL,SM117,0,,M,4,,9.09,7.46,7.39,19.37,61.5,15.2,,,,,,,,,,U,,,,molt
,,26-Feb-19,,EG-beach,FUL,SM118,0,,M,3,,8.63,7.84,6.67,16.31,62,13.5,,,,,,,,,,U,,,,
,,26-Feb-19,,EG-beach,FOR,LF0364,0,,F,0,,11.11,10.27,8.76,17.57,66,20.3,,,,,,,,,,R,,,,Missing nails
,,26-Feb-19,,EG-beach,FOR,SM1300,0,,F,0,BP4,13.82,13.6,10.56,20.92,71.5,25,,,,,,,,,,R,,,,Missing nail
,,26-Feb-19,,EG-beach,FOR,LF0365,0,,F,0,BP4,11.81,10.41,9.26,20.23,65.5,19.8,,,,,,,,,,U,,,,
,,27-Feb-19,,EG-shire,FOR,LF0366,0,,M,5,,14.17,14.43,11.96,21.45,76.5,27.6,,,,,,,,,,R,,,,Missing toe
,,27-Feb-19,,EG-shire,FOR,JP4397,1,,M,5,,11.71,10,8.64,20.4,66,19.6,,,,,,,,,,R,,,,"Missing toe, head molt"
,,27-Feb-19,,EG-shire,FOR,LF0367,0,,M,5,,13.02,14.49,12.11,21.72,73.5,25.6,,,,,,,,,,U,,,,
,,27-Feb-19,,EG-shire,MAG,LF0368,0,,M,4,,13.7,15.57,12.06,18.97,75.5,27.4,,,,,,,,,,U,,,,
,,27-Feb-19,,EG-shire,GAMO,DC554,0,OYBkS,M,,,16.94,,,33.56,108.5,41.5,,,,,,,,,,U,,,,"Dad at 108, recently fledged chicks, mom on nest #2"
,,27-Feb-19,,EG-shire,GAMO,DC778,0,SOByBl,U,,,15.01,,,36.67,110,46.1,,,,,,,,,,I,,,,"Lesion on tarsus, fledgling territory 129"
,,27-Feb-19,,EG-shire,MAG,LF0370,0,,F,0,,15.53,16.33,13.01,21.39,71,32.1,,,,,,,,,,U,,,,
,,27-Feb-19,,EG-shire,CRA,LF0371,0,,M,3,,10.78,11.9,10.44,26.83,81,32.8,,,,,,,,,,U,,,,"swollen toe, missing left toe (hallux)"
,,27-Feb-19,,EG-shire,FUL,SM119,0,,M,1,,8.71,7.65,6.58,18.03,61.5,14.9,,,,,,,,,,I,,,,"Super poxy, many lesions on face feet, wing"
,,27-Feb-19,,EG-shire,FUL,SM120,0,,M,4,,8.82,7.51,6.7,18.26,61,14,,,,,,,,,,I,,,,lesion on toe
,,27-Feb-19,,EG-shire,FUL,SM121,0,,F,0,,8.86,7.11,6.15,18.78,60,12.9,,,,,,,,,,R,,,,missing toe
,,27-Feb-19,,EG-shire,FUL,SM122,0,,M,3,,8.54,7.81,6.76,18.32,63.5,15.4,,,,,,,,,,U,,,,body and tail molt. 
,,2-Mar-19,,CDRS,CRA,LF0474,0,,F,0,,10.44,11.16,9.55,23.97,80,29.1,,,,,,,,,,U,,,,MIST-NETTING WORKSHOP
,,5-Mar-19,,CDRS,CRA,LF0373,1,,M,4,,11.06,12.1,10.21,27.37,85,35.8,,,,,,,,,,I,,,,MIST-NETTING WORKSHOP- SMALL LESION COMING OUT
,,5-Mar-19,,CDRS,CRA,LF0374,0,,F,0,,11.81,11.81,8.85,26.21,81,,,,,,,,,,,U,,,,MIST-NETTING WORKSHOP
,,5-Mar-19,,CDRS,FOR,KGSK2116,1,WWSO,F,0,,11.62,11.62,9.13,18.93,89,21.3,,,,,,,,,,I,,,,MIST-NETTING WORKSHOP
,,5-Mar-19,,CDRS,CRA,LF0375,0,,F,0,,11.36,11.36,9.68,29.06,80.5,29.7,,,,,,,,,,I,,,,"MIST-NETTING WORKSHOP- LESIONS ON FEET, SWOLLEN EYE"
,,5-Mar-19,,CDRS,FOR,LF0376,0,,M,2,,12.96,12.88,10.63,21.39,71,21,,,,,,,,,,I,,,,MIST-NETTING WORKSHOP- LESIONS ON FEET
